id,comment_text,split,created_date,publication_id,parent_id,article_id,rating,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disability,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,Z
6045613,"Do Black Lives Matter when the killer is black?

Or only when the killer is white?

Over 90% of the black deaths don't  'matter'?",train,2017-09-28 22:10:01.815672+00,13,6045210.0,383097,approved,0,0,1,3,1,0.6,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1
6090214,"My advise to black South Africans is to be very careful. The white South Africans will use every trick in the book to undermine your governments and your leaders. They want power back, although they still control majority of the wealth of your nation.",train,2017-10-05 18:44:10.235875+00,100,,385537,rejected,0,0,0,0,0,0.6,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1
5632033,"Witches, Jews, Mormons, Catholics, Muslims, women, black people, brown people, yellow people all sharing an American experience of bigotry. Honestly, this land was founded by white land owning men and that is where the privilege remains, even to this day. Don't believe me? Look at the prisons and the disparity in pay and the distribution of resources like infrastructure and security. America aint so great and it never was, destroying Germany and Japan in the last century only lifted America temporarily. Soon, due to our bigotry and greed, this century will reveal its center is in Asia. Its a shame, it could have been us, but we lack vision, patience and most importantly social homogeneity",train,2017-07-21 05:42:09.416351+00,102,,357577,approved,0,0,0,0,0,0.6,0.1,0.0,0.0,0.6,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4,10,1
5934874,"For the left, diversity has nothing to do with diversity and everything to do with being anti-white male.",train,2017-09-11 20:00:18.131755+00,102,,376421,approved,0,0,0,3,1,0.5,0.0,0.0,0.0,0.5,0.3,0.0,0.8283333333333333,0.0111111111111111,0.0,0.0011111111111111,0.0005555555555555,0.0011111111111111,0.0,0.0022222222222222,0.0005555555555555,0.0,0.0,0.0,0.0,0.0,0.005,0.0133333333333333,0.9427777777777778,0.0011111111111111,0.0005555555555555,0.0083333333333333,0.0,0.0,0.0,0.0005555555555555,1800,10,1
672625,"1- The Japan deal was in effect in October without t-rump. Then it was 100 Billion dollars. So who's getting the other 50 billion? 
2- We should believe t-rump sold his stocks why? He has yet to prove he's the billionaire he says he is.
3- He is exaggerating the price of Air Force One. Is he mad it won't be ready for his administration?
4- According to Politifact t-rump has told the truth 51 times. He's told lies 288 times.  So why would anyone believe this moron? ( This does not include his last month of bs.)",train,2016-12-07 04:33:45.047771+00,21,,154957,approved,0,1,0,1,1,0.7,0.0,0.3,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0
5697607,"Happy to flag all posts by this racist commenter who stereotypes natives and indians as drunks.

He should be banned.",train,2017-08-01 18:45:21.310730+00,21,5696791.0,361477,approved,0,0,1,3,3,0.5324675324675324,0.0129870129870129,0.0,0.0,0.3376623376623377,0.4155844155844156,0.0259740259740259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,10,77,0
5822544,"The first paragraph had the words: Trump, blaming, condemnation, protest, white supremacist & killing. I looked to see if it was an Associated Press story, and sure enough it was.",train,2017-08-23 03:54:57.391729+00,55,,369540,approved,3,0,0,4,0,0.7,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1
5254319,The Justice Department sued Trump ― twice ― for not renting to black people,train,2017-05-14 08:33:57.418804+00,21,,334459,approved,0,0,0,3,1,0.6,0.0,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,0
495782,Here we go again for an umpteenth time; white cops shooting a mentally ill black man. Shoot to wound damn it! If you're that bad of a shot then you don't belong on a police force.,train,2016-09-28 18:05:50.338022+00,21,,147074,approved,0,0,0,4,0,0.7625,0.125,0.5375,0.025,0.6125,0.5625,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.4,0.0,10,80,1
5598294,"You speak for your wife, do you? I guess you white Christian men know how to keep them under control, no burkas required!",train,2017-07-15 15:47:36.654415+00,54,5598024.0,355524,rejected,1,0,1,2,1,0.6,0.0,0.0,0.0,0.6,0.3,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,1
6070516,"Oh, baloney.  Of course I spoke up, and was treated as an embarrassment.  Don't you understand that having to have a white person speak up for them is part of what Blacks are protesting?",train,2017-10-02 21:35:50.920602+00,13,6070443.0,384237,approved,0,0,0,3,0,0.6,0.0375,0.025,0.0,0.4625,0.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,80,1
1000546,"One, most of your comments have no quantitative data - they have as much depth as Trump's tweets (let me guess, you would have considered voting for him?). I am using numbers, and math is the most accurate science.

As for introspection, how does that take place without knowledge? Half the people who make confident comments about a foreign country or culture have neither traveled there, or read much about that place. The level of one dimensional thinking in North America is astounding.

In the last 15 years, I have seen two morons become the President of the USA. Because being dumb about the world is not seen as a disadvantage. Europeans, on the other hand, are better informed about the world (through reading, travelling, etc) and therefore elect less morons as their leaders. Asians revere education even more. And Indian PM (Narasimha Rao) in the 1990s could speak 15 languages. I doubt a single US President has been able to.",train,2017-02-16 00:07:17.507256+00,54,999853.0,168291,rejected,0,0,0,0,0,0.5,0.0,0.1,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.0,10,10,0
5782641,"Trump's racism is so blatant even corporate CEOs, no band of liberals, have abandoned him.  Hopefully, this is the beginning of the end for the white nationalist-in-chief.",train,2017-08-16 19:44:05.002974+00,53,,367174,approved,0,0,0,1,0,0.7,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1
5971608,"Just blame it on a black guy.

A white security officer told police he was shot by a black man.
Within minutes, 55 officers swarmed the campus, along with four police dogs and a State Patrol aircraft to search for the suspect.
Ahlers, the 'victim', was taken to the hospital and released. He is expected to make a full recovery.
At a news conference, police spokesman Mike Ernster said the campus had been on lockdown with “1,800 student held captive in their dorm rooms.”
Neighborhood residents, shaken by reports of a gunman at large, asked police officers to check their houses.
Turns out, he’d shot himself.",train,2017-09-18 01:04:51.390319+00,21,,378913,approved,0,0,0,0,0,0.7,0.1,0.0,0.0,0.7,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,1
6147740,"Before Mr. Boyle says anything about the ""stupidity of the Haqqani network"" he might want to reflect on the stupidity of backpacking in Afghanistan with a pregnant wife.",train,2017-10-14 19:52:02.247560+00,54,,388870,rejected,0,0,0,0,0,0.6,0.0,0.1,0.0,0.2,0.6,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,10,10,0
5847212,"Squiggs>  Coming from you it sounds like a compliment from a person who is our outright leader and head deplorable, racist, bigot, evangelist, neo-nazi, white supremacist, and birther, MR SQUIGGS!!!!  Thank you dear leader Squiggs for recognizing us as your people.  So kind of you, huh????",train,2017-08-26 21:49:42.179148+00,55,5847133.0,371001,approved,0,0,0,1,0,0.625,0.0375,0.0875,0.0,0.275,0.5625,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,80,1
847250,"I think Trump is a moron, but at the same time, I think this country is going in the wrong direction, with too much immigration that doesn't allow us to have the time to assimilate the huge waves of mostly middle eastern and Asian people. Taxes that continue to grow along with our deficits, ever more rules and regulations and government oversight bodies and a mentality that says government knows better than you how you should live your life and how to spend your money. I would never vote for Trump but I might just give O'Leary a try.",train,2017-01-16 14:58:29.983396+00,54,845807.0,162092,approved,0,0,2,0,1,0.7,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0
5537686,"Sadie D, those last five words have got nothing to do with who is in political power in government. It means historic power imbalance of whites over blacks (worldwide). It is part of the definition of the word Racism (look it up).  To answer your many examples: Fuck the poor, is elitist; Fuck the Indians, is racist; Fuck the blacks, is racist. Happy now? You've learned something.  Ps. Yes, in the black/white scenario, ONLY whites CAN be racist. I wish more people would get their heads around this simple concept.",train,2017-07-06 08:54:27.834987+00,100,5537590.0,352049,approved,2,0,0,0,7,0.7875,0.075,0.675,0.3625,0.7,0.6125,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4,80,1
7136389,If China doesn't like anti-missile systems in South Korea it should do a heck of a lot more to control it's pet monkey.,test,2017-03-07 15:24:18.442744+00,54,,317433,approved,1,1,0,14,0,0.5,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,11,10,0
812538,"Bannon is infinitely smarter than Trump, and therefore that much more dangerous than Trump. Trump doesn't know, believe or care about anything, except about Donald J. Trump. But Bannon is the real deal -- a right-wing extremist, fully committed to white nationalism and the rest of the far right agenda.  To Bannon (and to most of the people around Trump for that matter), Trump is merely a useful idiot, a means to their ends. From their point of view, when Trump stops being useful, he'll still be an idiot and they'll bail on him in a New York minute. I would think that will happen at about the half way point in Trump's first (and only) term.",train,2017-01-09 15:10:22.601659+00,53,812477.0,160842,approved,0,0,0,7,0,0.6,0.0,0.2,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1
5609877,"Me either (on meeting dangerous Muslims). 

Domestic Terror attacks...HAH !! Are you really Icon66 ? That explains a lot. Oh, please share the last time you had a run in with a gun toting white domestic terrorist. PLEASE, we are all waiting. This ought to be good.",train,2017-07-17 21:44:55.453392+00,13,5609651.0,356093,approved,0,0,0,0,0,0.55,0.0125,0.0,0.0,0.4875,0.275,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,80,1
6035961,"This is simple to solve. Just get rid of high school football games. No football games, no racial animosity. Besides, today's Football was invented by a white privileged, elitist, Yale university medical student and that alone should spell its immediate demise.",train,2017-09-27 17:40:26.150136+00,102,,382373,approved,2,0,0,1,0,0.7,0.0,0.0,0.0,0.3,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,1
6148908,"How can you compare Japanese and Muslims. Japan attacked military targets only, Extremist Muslims attack innocent civilians with bombs and chop their heads off if they refuse to convert and join their jihad.
Japanese should be insulted by such comparisons.",train,2017-10-15 00:58:45.119554+00,55,,389046,approved,0,0,0,3,0,0.5,0.3,0.0,0.0,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5,10,0
6199669,"Wilson is disgusting!  She uses the death of an American soldier to spew her pathetic hatred!  

Thank God for President Trump!  He stands behind what's good for America!

America First!",train,2017-10-22 14:32:29.564781+00,105,,391793,approved,0,0,0,2,0,0.7121212121212122,0.0151515151515151,0.0151515151515151,0.0,0.0303030303030303,0.696969696969697,0.0151515151515151,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,66,0
5776075,It's not evil to use violence against white supremacists.   Our veterans passed the torch from failing hands to continue the fight as and when necessary.,train,2017-08-15 23:44:33.272673+00,54,5775786.0,366893,approved,0,0,1,8,8,0.7,0.0,0.1,0.0,0.7,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1
7016076,"Communism, ""people's socialism"", doesn't matter what you call it.  It always ends with a devastated economy, and mass graves.  Wait and see. 

I'm still waiting for further commentary from all those Hollywood patsies like Sean Penn, Danny Glover, Oliver Stone, and politicians like Jesse Jackson, who thought that Venezuela was on the right track.",test,2017-04-18 01:21:41.360795+00,54,,327597,rejected,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,6,10,0
407730,"Yeah, just like fleeing the plantation use to be a ""crime"" for Black people. But we did something about that, didn't we? Having a little weed is NOT a stupid mistake.  Not for Thomas, not for anyone. And a federal law that was founded on a mix of greed from the textile industry, law enforcement zealotry, and good old fashion racism should never have been in the first place!",train,2016-07-29 21:18:19.888403+00,6,406874.0,142411,approved,0,0,0,4,0,0.5,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,0
6116670,KPMG probably hired her so that all the race obsessed fools in SA will come to her defense just because she is black.,train,2017-10-10 10:18:54.554121+00,100,6100335.0,385975,approved,0,0,0,1,0,0.8181818181818182,0.0519480519480519,0.0909090909090909,0.0129870129870129,0.5714285714285714,0.7272727272727274,0.0129870129870129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,77,0
5210563,"Charles, you are the one that said all you get from the dems. are the crumbs from the table. Your question to me about what I have in common with bigots is ridiculous and you know it. To ask such a question shows a lack of even the remotest ability to look beyond what the very narrow minded have told you to think. Do you really believe that all those who voted for BHO throughout this nation and then voted for DT became racist, nazis and kkk members all of a sudden? If you want to lump all DT voters together then by your thinking it is ok to lump all dems. as rioters and narrow minded bigots. It is ok to say all dems. support fascist tactics. It is ok to say that since I know of black murderers and rapist that thinking all blacks are murderers and rapist is ok .  As far as your unfounded accusations Charles, that dog don't hunt. It is a used up tactic to make an unfounded accusation and then let the person defend it. I'm not a racist a bigot or against equality, enough said on that!!!",train,2017-05-03 18:50:06.194510+00,13,5209864.0,331445,approved,0,0,0,2,2,0.6846679081315953,0.068901303538175,0.0862818125387957,0.1464928615766604,0.5195530726256983,0.6319056486654252,0.0242085661080074,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1611,0
685194,"""The police are our mirror."" Speak for yourself white man. The rest of us minorities disagree.",train,2016-12-09 17:17:28.476954+00,13,684560.0,155552,approved,1,0,0,4,0,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,1
6312871,"Time to leave and watch this Titanic sink...let them enjoy their party tonight...and then lets fill 'er up with vagrants and never do goods...  

Goodbye Colorado...it was fun...but the liberals destroyed you...like Detroit, and Baltimore, College, The NFL, Marriage, The black family, women, steaks, etc etc...",train,2017-11-08 04:19:20.686709+00,102,,398270,approved,0,0,0,3,4,0.5,0.0,0.0,0.0,0.3,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,0
772614,"No one wants the Kurdish nation to be reconstituted but their lands are occupied by Turkey Iraq and Iran.

Such hypocrisy by the Arab nations",train,2016-12-31 01:28:38.191726+00,54,,159160,approved,0,0,0,3,1,0.6,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,10,10,0
5295430,"We will see women as popes  when Islamic men stop raping women, playing tahharush, killing gays, forcing them to cover up, not allowing them to drive, stop performing genital mutilation etc. Jk we know neither will ever happen. Now run along and make my white self a sandwich honey!!",train,2017-05-24 06:22:08.413053+00,54,5292869.0,336863,rejected,0,0,0,0,0,0.9,0.1285714285714285,0.1,0.5714285714285714,0.8285714285714286,0.5285714285714286,0.3142857142857143,0.8,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,70,1
600629,"believe you are confused.  trumpy was democratically elected but he has facists ideals, he believes in white supremacy - all others are lesser.",train,2016-11-14 21:30:43.378208+00,22,599260.0,151598,approved,0,0,0,0,0,0.5,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,1
5830057,"Who do you think you're fooling.

You've been making excuses for those white supremacist Nazis.",train,2017-08-24 07:37:23.690447+00,21,5829496.0,369928,approved,0,0,0,1,0,0.5657894736842105,0.0394736842105263,0.0,0.0,0.5,0.3552631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,76,1
5670089,"And 6-7 family members not strapped in are allowed to ride in the back of a pickup truck going 80 on H-1 to Waianae...

Please remember these two useless lifetime teat suckers: Manure and White Elefante!!!!!",train,2017-07-27 17:39:21.171167+00,55,,359984,approved,3,0,0,4,0,0.6578947368421053,0.0394736842105263,0.2236842105263157,0.1052631578947368,0.0921052631578947,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,76,0
